found_in_function,team,defect_category,ticket_count
25-11,IUK,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
25-11,IUK,Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
25-11,IUK,Preventing Maturity Grade ConDrive | Showstopper_Confirmed | Not Homologation relevant,1
25-11,IUK,Preventing Maturity Grade Customer Function | Homologation L-labelled | Not Homologation relevant | Top_Issue_Confirmed,1
25-11,IUK,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
25-11,IUK,Preventing Maturity Grade Customer Function | Not Homologation relevant | Top_Issue_Confirmed,1
25-11,IUK,Preventing Maturity Grade Customer Function | Showstopper_Confirmed | Not Homologation relevant,1
25-11,IUK,Preventing Maturity Grade System Function | Escalation System Function | Showstopper M50 | Homologation L-labelled | Showstopper_Confirmed,1
25-11,IUK,Preventing Maturity Grade System Function | Showstopper M50 | Preventing Maturity Grade Customer Function | Homologation L-labelled | Top_Issue_Confirmed,1
25-11,IUK,Showstopper M50 | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
25-11,IUK,Showstopper M50 | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
25-11,IuK_TSP_Entertainment,,1
25-11,IuK_TSP_HMI,,1
25-11,IuK_TSP_Navi,,1
25-11,IuK_TSP_Navi,Showstopper_Candidate | No_Showstopper_Confirmed,1
25-11,IuK_TSP_Stability_Performance,Top_Issue_Confirmed,1
26-03,,Homologation L-labelled | Top_Issue_Confirmed,1
26-03,,No_Showstopper_Confirmed,1
26-03,,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-03,,Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
26-03,,Preventing Maturity Grade ConDrive | Showstopper_Confirmed,1
26-03,,Showstopper_Confirmed,1
26-03,DIPS,Homologation L-labelled | No_Showstopper_Confirmed | Not Homologation relevant,1
26-03,DIPS,Homologation L-labelled | Not Homologation relevant | Top_Issue_Confirmed,1
26-03,DIPS,Homologation L-labelled | Showstopper_Candidate | Not Homologation relevant,1
26-03,DIPS,Preventing General Testing | Homologation L-labelled | Top_Issue_Confirmed,1
26-03,DIPS,Preventing Maturity Grade ConDrive | Homologation L-labelled | Not Homologation relevant,1
26-03,DIPS,Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-03,DIPS,Preventing Maturity Grade ExtInt | Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Candidate,1
26-03,DIPS,Showstopper M50 | Top_Issue_Confirmed,1
26-03,DIPS,Showstopper_Candidate | No_Showstopper_Confirmed,1
26-03,DIPS,Showstopper_Confirmed | Not Homologation relevant,1
26-03,DIPS_TSP_Call_Services,Homologation L-labelled | Showstopper_Candidate,1
26-03,DIPS_TSP_Car_Apps,No_Showstopper_Confirmed,1
26-03,DTSV_China,Buildability affected,1
26-03,DTSV_China,Escalation ADAS | Showstopper_Candidate,1
26-03,DTSV_China,Escalation ConDrive | Homologation L-labelled | Showstopper_Confirmed,1
26-03,DTSV_China,Escalation ExtInt | Obstructing Maturity Grade ExtInt | Homologation L-labelled | Showstopper_Confirmed,1
26-03,DTSV_China,Homologation L-labelled | No_Showstopper_Candidate,1
26-03,DTSV_China,Homologation L-labelled | No_Showstopper_Confirmed | Not Homologation relevant,1
26-03,DTSV_China,Homologation L-labelled | Not Homologation relevant | Top_Issue_Confirmed,1
26-03,DTSV_China,Homologation L-labelled | Showstopper_Candidate | Buildability affected,1
26-03,DTSV_China,Obstructing Maturity Grade ConDrive | No_Showstopper_Confirmed | Not Homologation relevant,1
26-03,DTSV_China,Obstructing Maturity Grade ConDrive | Showstopper_Candidate,1
26-03,DTSV_China,Preventing Maturity Grade ConDrive | Homologation L-labelled | Top_Issue_Confirmed,1
26-03,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed | Buildability Blocker,1
26-03,DTSV_China,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-03,DTSV_China,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-03,DTSV_China,Preventing Maturity Grade Customer Function | Showstopper_Candidate | Buildability affected,1
26-03,DTSV_China,Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-03,DTSV_China,Preventing Maturity Grade Powertrain | Escalation Powertrain | Homologation L-labelled | Homologation relevant | Top_Issue_Confirmed,1
26-03,DTSV_China,Preventing Maturity Grade System Function,1
26-03,DTSV_China,Preventing Maturity Grade System Function | Escalation System Function | Homologation L-labelled | No_Showstopper_Candidate,1
26-03,DTSV_China,Preventing Maturity Grade System Function | Escalation System Function | Homologation L-labelled | Showstopper_Confirmed,1
26-03,DTSV_China,Preventing Maturity Grade System Function | Preventing Maturity Grade Customer Function | Homologation L-labelled,1
26-03,DTSV_China,Preventing Maturity Grade System Function | Preventing Maturity Grade Customer Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-03,DTSV_China,Showstopper_Candidate | Buildability affected,1
26-03,DTSV_China,Showstopper_Candidate | Homologation relevant,1
26-03,DTSV_China,Showstopper_Confirmed | Not Homologation relevant,1
26-03,DTSV_Korea,Showstopper_Confirmed,1
26-03,IUK,Escalation ConDrive | Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-03,IUK,No_Showstopper_Candidate,1
26-03,IUK,Obstructing Maturity Grade ExtInt | Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-03,IUK,Obstructing Maturity Grade System Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-03,IUK,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Candidate,1
26-03,IUK,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Confirmed,1
26-03,IUK,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-03,IUK,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function,1
26-03,IUK,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-03,IUK,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-03,IUK,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Confirmed | Buildability affected,1
26-03,IUK,Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
26-03,IUK,Preventing Maturity Grade ConDrive | Top_Issue_Confirmed,1
26-03,IUK,Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-03,IUK,Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-03,IUK,Preventing Maturity Grade ExtInt | Obstructing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Candidate | No_Showstopper_Confirmed,1
26-03,IUK,Preventing Maturity Grade System Function | Preventing Maturity Grade Customer Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-03,IuK_TSP_AZV,,1
26-03,IuK_TSP_AZV,Top_Issue_Confirmed,1
26-03,[AT]CoC_EV_FAS,Preventing Maturity Grade ADAS | Escalation ADAS | Homologation L-labelled | Top_Issue_Confirmed,1
26-03,[AT]W0-FIT,Preventing Maturity Grade Customer Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-03,[AT]supplier,Showstopper_Candidate,1
26-07,,Buildability SOP | Preventing General Testing | Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
26-07,,Escalation ConDrive | Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,,Homologation L-labelled | No_Showstopper_Confirmed | Not Homologation relevant,1
26-07,,Homologation L-labelled | Not Homologation relevant,1
26-07,,Homologation L-labelled | Not Homologation relevant | Top_Issue_Confirmed,1
26-07,,Homologation L-labelled | Showstopper_Confirmed,1
26-07,,Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-07,,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-07,,Preventing Maturity Grade Customer Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,,Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-07,,Preventing Maturity Grade Customer Function | Showstopper_Confirmed | Not Homologation relevant | Buildability affected,1
26-07,,Showstopper_Confirmed,1
26-07,DIPS,Escalation ADAS | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Escalation ConDrive | Buildability affected,1
26-07,DIPS,Escalation ConDrive | Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Escalation ConDrive | Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-07,DIPS,Escalation ConDrive | Preventing Maturity Grade ConDrive | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,DIPS,Escalation ConDrive | Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Escalation ConDrive | Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-07,DIPS,Escalation ConDrive | Preventing Maturity Grade ConDrive | Showstopper M50 | Showstopper_Confirmed,1
26-07,DIPS,Escalation General Testing | Showstopper_Candidate,1
26-07,DIPS,Escalation General Testing | Showstopper_Confirmed,1
26-07,DIPS,Homologation L-labelled | Showstopper_Candidate | Not Homologation relevant,1
26-07,DIPS,Homologation L-labelled | Showstopper_Confirmed | Buildability affected,1
26-07,DIPS,No Top Issue ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,No Top Issue ExtInt,1
26-07,DIPS,No Top Issue ExtInt | Showstopper_Candidate | No_Showstopper_Confirmed,1
26-07,DIPS,No Top Issue ExtInt | Top_Issue_Confirmed,1
26-07,DIPS,No_Showstopper_Candidate,1
26-07,DIPS,Not Homologation relevant | Top_Issue_Confirmed,1
26-07,DIPS,Obstructing Maturity Grade ExtInt,1
26-07,DIPS,Obstructing Maturity Grade ExtInt | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,DIPS,Obstructing Maturity Grade System Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Preventing General Testing | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Preventing Maturity Grade ADAS | Escalation ADAS | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade ADAS | Escalation ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Preventing Maturity Grade ADAS | Escalation ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed | Buildability affected,1
26-07,DIPS,Preventing Maturity Grade ADAS | Preventing Maturity Grade Customer Function | Showstopper_Confirmed | Buildability affected,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Confirmed | Homologation relevant | Not Homologation relevant,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Showstopper_Candidate | Buildability affected,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Showstopper_Confirmed,1
26-07,DIPS,Preventing Maturity Grade ConDrive | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade Customer Function,1
26-07,DIPS,Preventing Maturity Grade Customer Function | Not Homologation relevant | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade Customer Function | Showstopper_Candidate | Not Homologation relevant,1
26-07,DIPS,Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-07,DIPS,Preventing Maturity Grade Customer Function | Showstopper_Confirmed | Not Homologation relevant,1
26-07,DIPS,Preventing Maturity Grade ExtInt | Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade ExtInt | Preventing Maturity Grade Energy Management | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade Powertrain | Escalation Powertrain | Escalation ConDrive | Preventing General Testing | Escalation General Testing | Showstopper M50 | Showstopper Customer Function | Homologation L-labelled | Buildability affected | Escalation QZF | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade Powertrain | Escalation Powertrain | Preventing General Testing | Escalation General Testing | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Preventing Maturity Grade System Function | Homologation L-labelled,1
26-07,DIPS,Preventing Maturity Grade System Function | Homologation L-labelled | Showstopper_Confirmed | Buildability affected,1
26-07,DIPS,Preventing Maturity Grade System Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,DIPS,Preventing Maturity Grade System Function | Preventing Maturity Grade Customer Function | Homologation L-labelled,1
26-07,DIPS,Showstopper M50 | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DIPS,Showstopper_Candidate | Not Homologation relevant,1
26-07,DIPS,Showstopper_Confirmed | Not Homologation relevant,1
26-07,DIPS_TSP_CD_Updates,Not Homologation relevant,1
26-07,DIPS_TSP_Call_Services,,1
26-07,DIPS_TSP_Call_Services,Homologation L-labelled | Showstopper_Candidate,1
26-07,DIPS_TSP_Call_Services,Showstopper_Candidate,1
26-07,DIPS_TSP_Call_Services,Top_Issue_Confirmed,1
26-07,DIPS_TSP_Remote_Services,,1
26-07,DIPS_TSP_Remote_Services,Homologation L-labelled | Showstopper_Candidate,1
26-07,DIPS_TSP_Remote_Services,Homologation L-labelled | Top_Issue_Confirmed,1
26-07,DTSV_China,Escalation ConDrive | Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Candidate,1
26-07,DTSV_China,Escalation ConDrive | Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-07,DTSV_China,Escalation ConDrive | Showstopper_Candidate | Not Homologation relevant,1
26-07,DTSV_China,Homologation L-labelled | No_Showstopper_Candidate | Not Homologation relevant,1
26-07,DTSV_China,Homologation L-labelled | No_Showstopper_Confirmed,1
26-07,DTSV_China,Homologation L-labelled | No_Showstopper_Confirmed | Not Homologation relevant,1
26-07,DTSV_China,Homologation L-labelled | Showstopper_Candidate | No_Showstopper_Confirmed,1
26-07,DTSV_China,No Top Issue ExtInt | Homologation L-labelled,1
26-07,DTSV_China,No Top Issue ExtInt | Homologation L-labelled | No_Showstopper_Candidate,1
26-07,DTSV_China,No_Showstopper_Candidate | Not Homologation relevant,1
26-07,DTSV_China,Obstructing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Candidate,1
26-07,DTSV_China,Obstructing Maturity Grade ConDrive | No_Showstopper_Confirmed,1
26-07,DTSV_China,Obstructing Maturity Grade ExtInt | Homologation L-labelled | Showstopper_Candidate,1
26-07,DTSV_China,Preventing General Testing | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade ADAS | Homologation L-labelled | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade ADAS | Top_Issue_Confirmed,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | No_Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Not Homologation relevant,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-07,DTSV_China,Preventing Maturity Grade ConDrive | Top_Issue_Confirmed,1
26-07,DTSV_China,Preventing Maturity Grade Customer Function,1
26-07,DTSV_China,Preventing Maturity Grade Customer Function | Homologation L-labelled,1
26-07,DTSV_China,Preventing Maturity Grade Customer Function | No_Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade Customer Function | Showstopper_Candidate | Buildability affected,1
26-07,DTSV_China,Preventing Maturity Grade Customer Function | Showstopper_Candidate | Not Homologation relevant,1
26-07,DTSV_China,Preventing Maturity Grade ExtInt | Homologation L-labelled | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade ExtInt | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade Powertrain | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade SI | Showstopper_Candidate,1
26-07,DTSV_China,Preventing Maturity Grade System Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,DTSV_China,Showstopper_Candidate | Buildability affected,1
26-07,DTSV_Japan,Homologation L-labelled | Top_Issue_Confirmed,1
26-07,EA-282_PHEV_SP21plus_FZG_VI,Preventing Maturity Grade System Function | Escalation Powertrain | Homologation L-labelled | Showstopper_Confirmed,1
26-07,EE-FIT_SYS25_INM,Obstructing Maturity Grade ExtInt | Homologation L-labelled | Showstopper_Confirmed,1
26-07,EE-FIT_SYS25_INM,Showstopper_Candidate,1
26-07,IUK,Homologation L-labelled | No_Showstopper_Candidate,1
26-07,IUK,Homologation L-labelled | Showstopper_Candidate | Not Homologation relevant,1
26-07,IUK,No Top Issue ExtInt | Showstopper_Candidate,1
26-07,IUK,No_Showstopper_Confirmed,1
26-07,IUK,Obstructing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Candidate | No_Showstopper_Confirmed,1
26-07,IUK,Obstructing Maturity Grade ExtInt | Showstopper_Candidate,1
26-07,IUK,Obstructing Maturity Grade System Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,IUK,Preventing Maturity Grade ConDrive | Homologation L-labelled,1
26-07,IUK,Preventing Maturity Grade ConDrive | Homologation L-labelled | Not Homologation relevant | Top_Issue_Confirmed,1
26-07,IUK,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-07,IUK,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-07,IUK,Preventing Maturity Grade ConDrive | Showstopper_Confirmed | Not Homologation relevant,1
26-07,IUK,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-07,IUK,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,IUK,Preventing Maturity Grade Customer Function | Not Homologation relevant | Top_Issue_Confirmed,1
26-07,IUK,Preventing Maturity Grade Customer Function | Showstopper_Candidate | Not Homologation relevant,1
26-07,IUK,Preventing Maturity Grade Driving Dynamics | Showstopper_Confirmed,1
26-07,IUK,Preventing Maturity Grade ExtInt | Escalation ExtInt | Top_Issue_Confirmed,1
26-07,IUK,Preventing Maturity Grade ExtInt | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,IUK,Preventing Maturity Grade ExtInt | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-07,IUK,Preventing Maturity Grade ExtInt | Showstopper M50 | Homologation L-labelled | Showstopper_Candidate,1
26-07,IUK,Preventing Maturity Grade System Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,IUK,Preventing Maturity Grade System Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,IUK,Preventing Maturity Grade System Function | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,IUK,Showstopper M50 | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,IuK_CoC_BASE,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,IuK_TSP_AZV,Top_Issue_Confirmed,1
26-07,IuK_TSP_Audio,Homologation L-labelled | Showstopper_Candidate,1
26-07,IuK_TSP_Audio,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-07,IuK_TSP_Carfunctions,Homologation L-labelled,1
26-07,IuK_TSP_Connectivity,,1
26-07,IuK_TSP_Connectivity,Homologation L-labelled | Top_Issue_Confirmed,1
26-07,IuK_TSP_Connectivity,Showstopper_Candidate,1
26-07,IuK_TSP_Connectivity,Top_Issue_Confirmed,1
26-07,IuK_TSP_Entertainment,Homologation L-labelled | Showstopper_Candidate,1
26-07,IuK_TSP_Entertainment,Homologation L-labelled | Top_Issue_Confirmed,1
26-07,IuK_TSP_Entertainment,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,IuK_TSP_Entertainment,Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-07,IuK_TSP_Entertainment,Showstopper_Candidate | Not Homologation relevant,1
26-07,IuK_TSP_Fokusteam,Homologation L-labelled | Top_Issue_Confirmed,1
26-07,IuK_TSP_Fokusteam,Preventing Maturity Grade ADAS | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,IuK_TSP_HMI,Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-07,IuK_TSP_HMI,Top_Issue_Confirmed,1
26-07,IuK_TSP_Navi,No_Showstopper_Confirmed,1
26-07,IuK_TSP_Navi,Showstopper_Confirmed,1
26-07,IuK_TSP_Stability_Performance,Homologation L-labelled | Not Homologation relevant,1
26-07,IuK_TSP_VorIntegration,Homologation L-labelled | Top_Issue_Confirmed,1
26-07,KHIL_TestDesign,,1
26-07,Modul-PL_EES25_CoCo,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-07,[AT] E_E_DTC_Analysis_SP25_XNF,Preventing Maturity Grade EnBN | Escalation EnBN | Obstructing Maturity Grade System Function | Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
26-07,[AT]CoC_EI_IuK,Homologation L-labelled | Not Homologation relevant,1
26-07,[AT]CoC_EI_IuK,Homologation L-labelled | Showstopper_Confirmed,1
26-07,[AT]CoC_EI_IuK,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-07,[AT]CoC_EI_IuK,Preventing Maturity Grade Customer Function | Showstopper_Confirmed | Not Homologation relevant,1
26-07,[AT]W0-FIT,Homologation L-labelled | Top_Issue_Confirmed,1
26-07,[AT]W01-FIT,Buildability SOP | Preventing General Testing | Escalation General Testing | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,[AT]W02-FIT,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,[AT]W02-FIT,Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-07,[AT]W10-FIT,No Top Issue ExtInt | Homologation L-labelled | Showstopper_Confirmed | Buildability affected,1
26-07,[AT]W10-FIT,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,[AT]W71-FIT,Homologation L-labelled | Not Homologation relevant,1
26-07,[AT]W71-FIT,No_Showstopper_Confirmed,1
26-07,[AT]W72-FIT,Preventing Maturity Grade System Function | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-07,[AT]W72-FIT,Showstopper_Candidate,1
26-07,[AT]W72-FIT,Top_Issue_Confirmed,1
26-07,[AT]supplier,Homologation L-labelled | Showstopper_Confirmed,1
26-07,[AT]supplier,Preventing Maturity Grade Customer Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-07,[AT]supplier,Showstopper_Candidate,1
26-11,,Homologation L-labelled | No_Showstopper_Candidate,1
26-11,,Homologation L-labelled | Not Homologation relevant,1
26-11,,Homologation L-labelled | Showstopper_Candidate,1
26-11,,Homologation L-labelled | Showstopper_Confirmed,1
26-11,,No_Showstopper_Candidate,1
26-11,,No_Showstopper_Confirmed,1
26-11,,Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
26-11,,Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-11,,Showstopper_Confirmed,1
26-11,DIPS,Homologation L-labelled | Top_Issue_Confirmed,1
26-11,DIPS,Preventing Maturity Grade ADAS | Escalation ADAS | Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-11,DIPS,Preventing Maturity Grade ConDrive,1
26-11,DIPS,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-11,DIPS,Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-11,DIPS,Preventing Maturity Grade ExtInt | Showstopper M50 | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-11,DIPS_TSP_CD_Updates,Homologation L-labelled,1
26-11,DIPS_TSP_CD_Updates,Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-11,DIPS_TSP_Remote_Services,Homologation L-labelled,1
26-11,DTSV_China,Escalation ExtInt | Top_Issue_Confirmed,1
26-11,DTSV_China,Homologation L-labelled | Not Homologation relevant | Top_Issue_Confirmed,1
26-11,DTSV_China,Homologation L-labelled | Showstopper_Candidate | Not Homologation relevant,1
26-11,DTSV_China,Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
26-11,DTSV_China,Preventing Maturity Grade ConDrive,1
26-11,DTSV_China,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Candidate,1
26-11,DTSV_China,Preventing Maturity Grade ConDrive | Homologation L-labelled | Top_Issue_Confirmed,1
26-11,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-11,DTSV_China,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed,1
26-11,DTSV_China,Preventing Maturity Grade Customer Function | Homologation L-labelled | Top_Issue_Confirmed,1
26-11,DTSV_China,Preventing Maturity Grade Customer Function | Top_Issue_Confirmed,1
26-11,DTSV_China,Preventing Maturity Grade System Function | Homologation L-labelled | Showstopper_Candidate,1
26-11,DTSV_China,Showstopper_Candidate | Not Homologation relevant,1
26-11,IUK,Homologation L-labelled | Top_Issue_Confirmed,1
26-11,IUK,Obstructing Maturity Grade ExtInt | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
26-11,IUK,Preventing Maturity Grade ConDrive,1
26-11,IUK,Preventing Maturity Grade Customer Function,1
26-11,IUK,Top_Issue_Confirmed,1
26-11,IuK_TSP_Audio,Homologation L-labelled,1
26-11,IuK_TSP_Audio,Showstopper_Candidate,1
26-11,IuK_TSP_Carfunctions,Showstopper_Candidate,1
26-11,IuK_TSP_Connectivity,Homologation L-labelled | Top_Issue_Confirmed,1
26-11,IuK_TSP_HMI,,1
26-11,IuK_TSP_HMI,Preventing Maturity Grade Customer Function | Showstopper_Confirmed,1
26-11,IuK_TSP_Navi,No_Showstopper_Candidate,1
